metin,kategori
darbeci imama yargıdan engel pakistan da başbakan raja pervez eşref in hakkındaki yolsuzluk iddiasıyla tutuklanması istemi yüksek mahkeme den geri döndü kanada dan dönen i mam kadri lakaplı tahirül kadri 25 bin müridiyle yolsuzlukla suçladığı hükümetin lağvedilip seçimlere gidilmesi için eylem başlatmıştı kadri nin gücünü yargının bir kısmı ve ordudan aldığı öne sürülmüştü hükümetle anlaştı eylem bitti tahirül kadri nin mayıs ayında yapılması beklenen ilk sivil iktidar değişimini sağlayacak seçimlere darbe vurmak için ülkeye döndüğü iddia edilmişti günlerdir i slamadab da kurşun geçirmez bir aracın içinde etrafındaki taraftarlarıyla eylem yapan i mam kadri dün taraftarlarına evlerine dönme çağrısı yaptı hükümetle anlaşmaya vardıklarını ve bunun seçim reformu için önemli bir zafer olduğunu söyleyen kadri sizi tebrik ediyorum bugün pakistan halkı için zafer günüdür buraya nasıl barışçıl bir şekilde geldiyseniz aynı şekilde evlerinize dönmelisiniz dedi dün bir grup bakan ve koalisyon üyesi kadri yi kurşun geçirmez aracının içinde ziyaret edip görüşmüştü kadri tebrikler halkın sesi duyuldu zafer sonrasında burayı terkedeceğiz dedi kadri parlamentonun lağvedilip yerine geçici bir hükümetle özgür seçimler için reform yapılmasını talep ediyor,genel
cinsiyeti belli oldu abd li televizyon yıldızı kim kardashian ve sevgilisi rap şarkıcısı kanye west in doğacak çocuklarının cinsiyeti belli oldu çifte yakın bir kaynağın us weekly dergisine bildirdiğine göre 32 yaşındaki kim kardashian kız bebek bekliyor kanye west in de bu haberden dolayı çok mutlu olduğu çünkü şarkıcının hep bir kız çocuk sahibi olmayı istediği belirtiliyor,magazin
kampa geç katılan futbolculara ceza sanica boru elazığspor teknik direktörü yılmaz vural antalya kampına geç katılan iki futbolcuya para cezası verdiklerini söyledi vural antalya kampını değerlendirdi lige tam olarak başlayamadıklarını belirten vural kampa geç katılan bilica ya 45 marvin e ise 20 bin euro para cezası verdiklerini açıkladı 3 ü kaleci 20 futbolcu ile kampa başladıklarını kaydeden vural sıkıntılarının olduğunu belirterek devre arasında 6 sı türk 2 si yabancı olmak üzere 8 oyuncu ile yollarını ayırdıklarını onların yerine takıma yeni oyuncular aldıklarını söyledi transfer sezonu bitene kadar ön libero hücum ağırlıklı orta saha oyuncusu ve santrafor mevkilerinde oynayan 3 yabancı oyuncu ile temas halinde olduklarını belirten yılmaz vural i deal bir hazırlık dönemi geçiremedik bu şikayet konusu değil türkiye de hiçbir takım bunları tamamlayamıyor çünkü futbolun sistemsizliği kulüplerin transferleri son anda yapma durumları bu tür sıkıntıları çıkarıyor şeklinde açıklamalarda bulundu,spor
vekilin yılbaşı tebrik mesajı ve postası bedava milletvekillerinin yılbaşı nedeniyle seçmenlerine gönderdikleri yeni yıl tebrik kartlarının bütün giderleri bu yıl ilk kez meclis tarafından karşılanacak milletvekilleri cep telefonuyla seçmenlerine attıkları kutlama mesajları için de hiç bir ücret ödemeyecek milliyet in haberine göre tbmm başkanlığı ekim ayında milletvekillerinin propaganda faaliyetlerinin bir bölümünün meclis tarafından karşılanması yönünde bir uygulama başlattı meclis yönetimi ile ptt arasında 12 ekim de bir anlaşma imzalandı anlaşmaya göre milletvekillerinin türkiye nin her yerinden gönderecekleri mektuplar ile telgrafların masrafları meclis in giderlerinden karşılanacak bütün masrafı meclis karşılıyor milletvekilleri kurban bayramı nda meclis tarafından bastırılan bayram tebrik kartlarını hiç bir ücret ödemeden seçmenlerine göndermişti yeni yıl nedeniyle meclis tarafından yılbaşı tebrik kartları bastırıldı milletvekilleri bu tebrikleri ptt aracılığıyla hiç bir masraf yapmadan istediği sayıdaki seçmenine gönderebilecek kartlar birleşik posta sistemi uygulaması çerçevesinde gönderilecek meclis başkanlığı hazırlattığı kutlama kartlarını ptt ye gönderdi ptt her milletvekilinin verdiği adres listesine bu kartları gönderecek uygulama ile gönderileri nedeniyle milletvekili hiç bir masraf yapmazken giderler tamamen meclis tarafından karşılanacak sadece kargoya para ödüyorlar vekillerin posta giderlerinin karşılanması sadece bayramlar ve yılbaşı ile de sınırlı tutulmadı milletvekilleri vefatlarda başsağlığı öğretmenler günü gibi özel günlerde de kutlama mesajlarını posta yoluyla bedava gönderebilecek bunun yanısıra posta boyutundaki propaganda mektup ve broşürlerini de ptt aracılığı ile ücret ödemeden seçmenlerine iletebilecek sınırsız posta hakkı milletvekillerine kendi partilerinin kongrelerinde ve parti içi yarışmada da delegelere postaya yoluyla bedava ulaşma imkanı da sağladı ptt ile yapılan anlaşmada sadece kargo gönderimi bedava gönderim hakkının dışında tutuldu mesaj atma bedava meclis yönetiminin cep telefonu operatörleri ile yaptığı anlaşma ile milletvekillerine daha önce ücretsiz toplu mesaj gönderme olanağı sağlanmıştı milletvekillerinin telefon faturaları ile attıkları mesajlar da meclis tarafından karşılanıyor böylece milletvekilleri bayramlarda yılbaşında ve özel günlerde posta yoluyla gönderdikleri mektuplar ile cep telefonuyla attıkları mesajlar için hiç bir ücret ödemeyecek,genel
cezaevinden izinli çıkıp eşini öldürdü muğla da cezaevinden izinli çıkan mehmet s tartıştığı eşi sabahat s ve akrabalarına bıçakla saldırdı talihsiz aldığı bıçak darbesiyle hayatını kaybederken yaralanan 2 akrabası hastanede tedavi altına alındı cezaevinden izinli çıkan kişi eşini bıçaklayarak öldürdü eşinin halası ve eniştesini de yaraladı dalaman tarım açık cezaevi nden izinli olarak çıkan mehmet s ile eşi sabahat s arasında karaçalı mahallesi ndeki evlerinde tartışma çıktı tartışmanın büyümesi üzerine mehmet s eşi sabahat s ile sesler üzerine eve gelen eşinin halası ayşe olaş ve eşi i kram olaş ı bıçakla yaraladı ağır yaralanan sabahat s olay yerinde hayatını kaybetti ayşe ve i kram olaş ise dalaman devlet hastanesi nde tedaviye alındı olaydan sonra kaçan mehmet s polis ekiplerince göcek beldesinde yakalandı öte yandan olayda yaşamını yitiren sabahat s nin cesedinin otopsi için muğla adli tıp kurumu na gönderileceği öğrenildi,guncel
nefes darlığını hafife almayın ahi evren kalp damar cerrahisi eğitim ve araştırma hastanesi başhekimi doç dr celal tekinbaş nefes darlığının kişinin nefes almadaki zorluğunu hissederek bunu normal bir fonksiyon olarak değil bir iş olarak görmesi olduğunu söyledi hastalik beli rti si olabi li r nefes darlığının hastalık olmaktan ziyade bir hastalığın belirtisi olduğunu ifade eden tekinbaş spor yaptıktan koştuktan veya yorucu bir aktivite yaptıktan sonra nefes alışverişinin ve kalp atışının hızlanması sonucu görülen geçici nefes darlığı normal kabul edilebilir ancak istirahat halindeyken dahi nefes alıp vermekte zorluk çekiliyorsa bu nefes darlığına neden olan bir hastalığın belirtisi olabilir dedi tekinbaş nefes darlığının ciddiye alınması gereken bir durum olduğunu vurgulayarak nefes darlığı çekenler bir çok hastalığın belirtisini taşıyabilir bu nedenle nefes darlığı tıbbi bir değerlendirme gerektirecek akciğer ve kalp hastalıklarının habercisi olabilir diye konuştu erken tani hastaliğin i lerlemesi ni önlüyor doç dr celal tekinbaş nefes darlığında erken tanının nefes darlığının altında yatan hastalığın ilerlemeden durdurulması için önemli olduğuna dikkati çekerek şunları söyledi nefes darlığı ciddi hastalıklara işaret edebiliyor bize başvuran hastalarda ilk olarak nefes darlığının neden kaynaklandığını araştırıyoruz bir hastalığa bağlı olmadığı halde hissedilen nefes darlıkları var bunlara psikolojik nefes darlığı diyoruz o noktada psikolojik hastalığın tedavi edilmesi gerekiyor o da bir hastalığa bağlı ama aksi ispat edilmedikçe biz psikolojik demiyoruz nefes darlığının kaynağını bulmak için hastanın akciğerine kalbine bakarak gerekli incelemeleri yapıyoruz nefes darlığının altında yatan hastalığı bulduktan sonra da o hastalığın tedavisini yapıyoruz tekinbaş hastalığın hızlı seyretmemesi için nefes almakta zorluk hisseden kişilerin zaman kaybetmeden hekime başvurmaları ve tedavilerine başlamaları gerektiğini sözlerine ekledi aa,saglik
gökten bir melek indi bir parti için i stanbul a gelen victoria s secret modeli doutzen kroes helikopterle gezdi hollandalı melek boğaz a hayran kaldığını söyledi samet aday magazi n servi si cumartesi günü i stanbul u sallayan sensation white partisine katılan dünyaca ünlü topmodel doutzen kroes i stanbul u havadan gördü dj eşi sunnery james ve partinin organizatörü one colony nin kurucu ortağı ekim alptekin le helikoptere binen kroes çektiği fotoğrafları sosyal medyada paylaştı twitter da 300 bin takipçisi olan hollandalı topmodel i stanbul her açıdan güzel mesajını attı galata kulesi ve kız kulesi ni görünce çok heyecanlandığını belirten doutzen kroes boğaz a hayran kaldığını söyledi,genel
ödenmeyen tazminat vince çıkarttı tuzla ada tersanesi nde çalışırken iki hafta önce işten çıkarıldıklarını ve tazminatlarının ödenmediğini iddia eden işçiler ilginç bir eyleme imza attı dün öğle saatlerinde tersaneye giden 10 işçiden yedisi 10 metre yükseklikteki bir vince diğerleri de 20 metre yükseklikteki bir başka vince çıktı tersane önündeki başka bir grup da eylem yapan arkadaşlarına sloganlarla destek verdi i şçilerin vinç üzerindeki eylemi akşam saatlerine kadar sürdü zana yavuz,genel
ceylanlar dan sessiz başlangıç ptt 1 inci lig takımlarından şanlıurfaspor kendi sahasında konuk ettiği adanaspor ile 0 0 berabere kaldı ptt 1 ligi nde 18 hafta mücadelesinde şanlıurfaspor gap arena stadında ligin güçlü ekiplerinden adanaspor u ağırladı karşılaşma golsüz sona erdi geçen hafta yapılan olağanüstü kongrede şanlıurfaspor kulüp başkanlığına seçilen fethi şimşek ve yönetim kurulu üyeleri ilk kez takımın maçını izledi adanaspor teknik direktörü levent eriş de manisaspor maçında aldığı cezadan dolayı karşılaşmayı tribünden takip etti şanlıurfaspor 0 adanaspor 0 stat gap arena hakemler mustafa kemal abitoğlu erkan akbulut ceyhun sesigüzel şanlıurfaspor atacan tisdell dk 71 samet yiğitcan sercan mehmet ayaz tunç dk 84 sami i zzet serdar abdulhamit özgür kağan adanaspor tolgahan koray etame rahman sedat mbamba ümit dk 54 burak ayhan tuna i lkem dk 66 barış i zzet fevzi dk 79 bülent sarı kartlar dk 37 mehmet ayaz dk 66 serdar şanlıurfaspor dk 25 i zzet dk 86 sedat adanaspor kaya yeni yöneti me 3 puan vermek i sterdi k ama ptt 1 li g puan durumu ve fi kstür i çi n tiklayin,spor
aslan finali uzatmada yakaladı spor toto türkiye kupası yarı finalinde banvit i 81 68 mağlup eden galatasaray medical park finalde fenerbahçe ülker in rakibi oldu yarı finalde beşiktaş ı 75 66 yenen fenerbahçe ilk finalist olmuştu gecenin diğer maçında galatasaray mp banvit i 81 68 mağlup ederek finale adını yazdıran ikinci takım oldu bu sonuçların ardından yarı finalde banvit i eleyen galatasaray medical park ile beşiktaş ı geçen fenerbahçe ülker finalde kozlarını paylaşacak i lk fi nali st fenerbahçe eskişehir de oynanan spor toto erkekler türkiye kupası sekizli finalinde banvit galatasaray medical park maçının normal süresi 63 63 tamamlanınca 5 dakika uzatmalara gidildi uzatmalarda galatasaray medical park banvit i 81 68 yenerek finale yükseldi spor toto erkekler türkiye kupası sekizli finalleri yarı finalinde normal süresi 63 63 tamamlanan maçta galatasaray medical park banvit i uzatma bölümlerinde 81 68 yenerek finalde fenerbahçe ülker in rakibi oldu karşılaşmaya ersin dağlı nın basketleriyle başlayan galatasaray medical park a banvit davis in sayılarıyla cevap verdi i ki takım da pota altından skor bulurken ilk periyodu 20 17 balıkesir temsilcisi önde bitirdi i kinci periyotta arroyo ve furkan ikilisiyle hücumda etkili olan galatasaray medical park skor üstünlüğünü ele geçirerek soyunma odasına 37 31 üstün gitti üçüncü periyoda iyi savunma yaparak başlayan ve farkı 13 sayıya çıkartan 33 46 galatasaray medical park ribaundlarda da etkili olarak gordon ve macvan ile kolay sayılar buldu ve son periyoda 57 44 önde girdi final periyoduna davis in gayretli oyunuyla başlayan ve 17 4 lük seri yakalayarak maça ortak olan banvit son 2 dakikaya girilirken skorda dengeyi kurdu 61 61 karşılıklı basketlerin ardından birer hücumdan da boş dönülen mücadelede normal süre 63 63 eşitlikle sonuçlandı uzatma periyodunda gordon ile üst üste basketler bulan sarı kırmızılılar rakibine sadece 5 sayı şansı vererek maçtan 81 68 galip ayrıldı maçın yıldızı galatasaray medical park takımından gordon seçildi oyuncuya ödülünü türkiye basketbol federasyonu tbf asbaşkanı dinçer çetintaş verdi banvit başantrenörü orhun ene iki teknik faul alarak maçın hakemleri tarafından tribüne gönderildi maçı tbf başkanı turgay demirel ve tbf yönetim kurulu üyeleri ile tbf genel sekreteri ali özsoy da izledi salon anadolu üniversitesi hakemler recep ankaralı xx serdar ünal xx ali şakacı xx banvi t serkan xxx 3 şafak xxx 7 davis xxxx 21 jose xxx 11 i zzet xxx 6 simmons xxx 2 lucas xxx 7 stimac xxx 3 erkan xx 2 kenan xx 6 galatasaray medi cal park gordon xxxx 29 engin xx 1 cenk xxx 2 furkan xxx 11 boniface xxx 6 macvan xxx 10 arroyo xxxx 14 ersin xxx 8 1 peri yot 20 17 i lk yari 31 37 3 peri yot 44 57 banvi t galatasaray mp karşilaşmasinin fotoğraflari i çi n tiklayin ene atildi banvit te antrenör orhun ene oyundan atıldı hakeme itirazları sonrası son çeyrek ve uzatmada teknik faul alan ene diskalifiye oldu beşi ktaş fenerbahçe medi cal park fotoğraflari i çi n tiklayin fi nal pazar günü fenerbahçe ülker ile galatasaray medical park arasındaki final müsabakası pazar günü eskişehir anadolu üniversitesi spor salonu nda saat 15 00 te oynanacak,spor
